Timestamp,Event,Event Data
6:03:52.726 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.726 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.726 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.726 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.727 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.727 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.727 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.727 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.727 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.728 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.728 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.728 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.728 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.728 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.728 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.729 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.729 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.729 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.729 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.729 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.730 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.730 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.730 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.730 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.730 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.732 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.732 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.732 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.732 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.732 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.733 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.733 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.733 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.733 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.733 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.733 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.734 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.734 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.734 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.734 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.735 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.735 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.735 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.735 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.735 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.735 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.736 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.736 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.736 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.736 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.736 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.736 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.737 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.737 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.737 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.737 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.737 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.738 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.738 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.738 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.738 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.738 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.739 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.739 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.739 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.739 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.739 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.739 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.740 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.740 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.740 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.740 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.741 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.741 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.741 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.742 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.742 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.742 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.742 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.742 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.743 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.743 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.743 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.744 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.744 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.744 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.744 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.744 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.745 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.745 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.745 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.745 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.745 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.745 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.746 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.746 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.746 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.746 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.746 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.747 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.747 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.747 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.747 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.747 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.747 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.748 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.748 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.748 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.748 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.748 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.749 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.749 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.749 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.749 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.749 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.749 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.750 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.750 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.750 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.750 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.750 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.750 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.751 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.751 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.751 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.751 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.751 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.752 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.752 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.752 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.752 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.752 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.753 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.753 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.753 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.753 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.753 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.753 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.754 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.754 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.754 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.754 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.754 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.754 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.755 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.755 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.755 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.755 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.755 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.756 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.756 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.756 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.756 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.756 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.757 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.757 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.757 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.757 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.757 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.757 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.758 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.758 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.758 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.758 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.758 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.759 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.759 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.759 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.759 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.759 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.760 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.760 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.760 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.760 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.761 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.761 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.761 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.761 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.761 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.761 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.762 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.762 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.762 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.762 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.762 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.763 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.763 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.763 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.763 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.763 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.764 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.764 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.765 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.765 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.765 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.765 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.765 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.766 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.766 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.766 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.766 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.766 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.766 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.767 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.767 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.767 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.767 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.767 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.768 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.768 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.768 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.768 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.768 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.768 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.769 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.769 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.769 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.769 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.770 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.770 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.770 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.770 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.771 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.771 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.771 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.771 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.771 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.771 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.772 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.772 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.772 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.772 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.772 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.773 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.773 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.773 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.773 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.773 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.773 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.774 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.774 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.774 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.774 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.774 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.775 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.775 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.775 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.775 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.775 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.776 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.776 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.776 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.776 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.776 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.777 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.777 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.777 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.777 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.777 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.778 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.778 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.778 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.778 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.778 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.779 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.779 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.779 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.779 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.779 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.779 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.780 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.780 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.780 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.780 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.781 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.781 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.781 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.781 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.781 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.782 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.782 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.782 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.782 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.782 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.783 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.783 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.783 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.783 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.783 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.783 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.784 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.784 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.784 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.784 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.784 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.785 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.785 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.785 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.785 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.785 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.785 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.785 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.787 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.787 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.787 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.787 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.787 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.787 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.788 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.788 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.788 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.788 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.788 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.788 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.789 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.789 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.789 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.789 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.789 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.790 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.790 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.790 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.790 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.790 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.791 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.791 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.792 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.792 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.792 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.792 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.793 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.793 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.793 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.793 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.793 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.794 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.794 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.794 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.794 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.794 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.795 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.795 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.795 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.795 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.795 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.795 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.796 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.796 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.796 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.796 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.796 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.796 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.797 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.797 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.797 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.797 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.797 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.798 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.798 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.798 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.798 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.798 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.798 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.799 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.799 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.799 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.799 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.799 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.800 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.800 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.800 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.800 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.801 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.801 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.801 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.801 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.802 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.802 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.802 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.802 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.802 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.803 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.803 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.803 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.803 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.803 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.803 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.804 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.804 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.804 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.804 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.804 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.805 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.805 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.805 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.805 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.805 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.805 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.806 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.806 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.806 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.806 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.806 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.807 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.807 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.807 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.807 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.807 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.808 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.808 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.808 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.808 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.809 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.809 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.809 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.809 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.809 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.810 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.810 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.810 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.810 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.810 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.811 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.811 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.811 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.811 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.811 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.811 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.811 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.811 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.812 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.812 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.812 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.812 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.812 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:52.813 PM 1/21/2025,Pilot Proved,67.226891
6:03:52.813 PM 1/21/2025,Forced Draft-Fan ON,True
