Timestamp,Event,Event Data
4:26:40.883 PM 1/21/2025,Boiler Initialized,0
4:26:43.888 PM 1/21/2025,Boiler Ready,0
4:26:56.351 PM 1/21/2025,Boiler Initialized,0
4:26:58.226 PM 1/21/2025,Boiler Ready,0
4:35:28.544 PM 1/21/2025,Boiler Initialized,0
4:35:31.113 PM 1/21/2025,Boiler Ready,0
4:38:24.997 PM 1/21/2025,Boiler Initialized,0
4:38:27.988 PM 1/21/2025,Boiler Ready,0
4:43:39.777 PM 1/21/2025,Boiler Initialized,0
4:43:42.375 PM 1/21/2025,Boiler Ready,0
4:43:59.661 PM 1/21/2025,Start Pre-Purge,10.028006
4:57:14.369 PM 1/21/2025,Boiler Initialized,0
4:57:17.593 PM 1/21/2025,Boiler Ready,0
4:57:29.207 PM 1/21/2025,Start Pre-Purge,10.022125
4:57:56.594 PM 1/21/2025,Boiler Initialized,0
4:57:58.748 PM 1/21/2025,Boiler Ready,0
4:58:09.635 PM 1/21/2025,Start Pre-Purge,10.023258
5:00:04.160 PM 1/21/2025,Boiler Initialized,0
5:00:06.157 PM 1/21/2025,Boiler Ready,0
5:00:17.032 PM 1/21/2025,Start Pre-Purge,10.030012
5:01:01.671 PM 1/21/2025,Boiler Initialized,0
5:04:24.112 PM 1/21/2025,Boiler Initialized,0
5:15:44.559 PM 1/21/2025,Boiler Initialized,0
5:15:51.114 PM 1/21/2025,Boiler Initialized,0
5:16:12.279 PM 1/21/2025,Boiler Initialized,0
5:16:15.220 PM 1/21/2025,Boiler Initialized,0
5:16:27.984 PM 1/21/2025,Boiler Initialized,0
5:16:30.842 PM 1/21/2025,Boiler Ready,0
5:16:43.375 PM 1/21/2025,Start Pre-Purge,10.018284
5:16:50.873 PM 1/21/2025,Boiler Initialized,0
5:17:55.123 PM 1/21/2025,Boiler Initialized,0
5:17:56.957 PM 1/21/2025,Boiler Ready,0
5:18:07.687 PM 1/21/2025,Start Pre-Purge,10.014071
5:18:07.697 PM 1/21/2025,Pre-Purge Complete,0.008543
5:29:36.705 PM 1/21/2025,Boiler Initialized,0
5:29:41.000 PM 1/21/2025,Boiler Ready,0
5:29:51.833 PM 1/21/2025,Start Pre-Purge,10.024977
5:29:51.836 PM 1/21/2025,Pre-Purge Complete,0.003689
5:31:09.548 PM 1/21/2025,Boiler Initialized,0
5:32:54.459 PM 1/21/2025,Boiler Initialized,0
5:33:08.544 PM 1/21/2025,Boiler Initialized,0
5:33:15.532 PM 1/21/2025,Boiler Ready,0
5:33:26.266 PM 1/21/2025,Start Pre-Purge,10.013026
5:33:26.273 PM 1/21/2025,Pre-Purge Complete,0.007163
5:33:29.708 PM 1/21/2025,Pilot ON,True
5:43:01.632 PM 1/21/2025,Boiler Initialized,0
5:43:04.347 PM 1/21/2025,Boiler Ready,0
5:43:14.881 PM 1/21/2025,Start Pre-Purge,10.024494
5:43:14.890 PM 1/21/2025,Pre-Purge Complete,0.009593
5:43:17.236 PM 1/21/2025,Pilot ON,True
5:44:14.644 PM 1/21/2025,Boiler Initialized,0
5:44:18.003 PM 1/21/2025,Boiler Ready,0
5:44:28.961 PM 1/21/2025,Start Pre-Purge,10.022358
5:44:28.966 PM 1/21/2025,Pre-Purge Complete,0.004707
5:44:32.635 PM 1/21/2025,Pilot ON,True
5:44:35.646 PM 1/21/2025,Pre-Purge Complete,1.680672
5:44:35.814 PM 1/21/2025,Pre-Purge Complete,3.361345
5:44:35.820 PM 1/21/2025,Pre-Purge Complete,5.042017
5:44:35.928 PM 1/21/2025,Pre-Purge Complete,6.722689
5:44:38.451 PM 1/21/2025,Pre-Purge Complete,8.403361
5:44:38.484 PM 1/21/2025,Pre-Purge Complete,13.445378
5:44:38.495 PM 1/21/2025,Pre-Purge Complete,18.487395
5:44:38.517 PM 1/21/2025,Pre-Purge Complete,23.529412
5:44:38.552 PM 1/21/2025,Pre-Purge Complete,35.294118
5:44:38.554 PM 1/21/2025,Pre-Purge Complete,40.336134
5:44:38.578 PM 1/21/2025,Pre-Purge Complete,43.697479
5:44:38.603 PM 1/21/2025,Pre-Purge Complete,47.058824
5:44:38.627 PM 1/21/2025,Pre-Purge Complete,50.420168
5:44:38.637 PM 1/21/2025,Pre-Purge Complete,52.100840
5:44:38.675 PM 1/21/2025,Pre-Purge Complete,57.142857
5:44:38.706 PM 1/21/2025,Pre-Purge Complete,58.823529
5:44:38.738 PM 1/21/2025,Pre-Purge Complete,62.184874
6:03:23.497 PM 1/21/2025,Boiler Initialized,0
6:03:27.635 PM 1/21/2025,Boiler Ready,0
6:03:38.919 PM 1/21/2025,Start Pre-Purge,10.016435
6:03:38.927 PM 1/21/2025,Pre-Purge Complete,0.008001
6:03:41.545 PM 1/21/2025,Pilot ON,True
6:03:43.957 PM 1/21/2025,Pilot Proved,3.361345
6:03:44.076 PM 1/21/2025,Pilot Proved,5.042017
6:03:44.080 PM 1/21/2025,Pilot Proved,6.722689
6:03:44.124 PM 1/21/2025,Pilot Proved,10.084034
6:03:44.131 PM 1/21/2025,Pilot Proved,11.764706
6:03:44.157 PM 1/21/2025,Pilot Proved,13.445378
6:03:44.179 PM 1/21/2025,Pilot Proved,15.126050
6:03:44.184 PM 1/21/2025,Pilot Proved,16.806723
6:03:44.204 PM 1/21/2025,Pilot Proved,18.487395
6:03:44.226 PM 1/21/2025,Pilot Proved,20.168067
6:03:44.229 PM 1/21/2025,Pilot Proved,21.848739
6:03:44.256 PM 1/21/2025,Pilot Proved,23.529412
6:03:44.261 PM 1/21/2025,Pilot Proved,25.210084
6:03:44.298 PM 1/21/2025,Pilot Proved,28.571429
6:03:44.327 PM 1/21/2025,Pilot Proved,33.613445
6:03:44.359 PM 1/21/2025,Pilot Proved,38.655462
6:03:44.385 PM 1/21/2025,Pilot Proved,43.697479
6:03:44.418 PM 1/21/2025,Pilot Proved,48.739496
6:03:44.438 PM 1/21/2025,Pilot Proved,52.100840
6:03:44.464 PM 1/21/2025,Pilot Proved,53.781513
6:03:44.472 PM 1/21/2025,Pilot Proved,57.142857
6:03:44.486 PM 1/21/2025,Pilot Proved,58.823529
6:03:44.513 PM 1/21/2025,Pilot Proved,60.504202
6:03:44.545 PM 1/21/2025,Pilot Proved,63.865546
6:03:44.577 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.560 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.560 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.560 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.560 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.560 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.562 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.562 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.562 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.563 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.563 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.563 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.564 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.564 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.564 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.564 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.564 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.565 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.565 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.565 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.565 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.567 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.567 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.567 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.567 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.567 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.567 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.568 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.568 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.568 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.568 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.569 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.569 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.569 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.569 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.569 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.569 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.570 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.570 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.570 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.570 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.571 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.571 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.571 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.571 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.571 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.572 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.572 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.572 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.572 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.572 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.572 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.572 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.573 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.573 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.573 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.573 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.573 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.574 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.574 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.574 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.574 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.574 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.575 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.575 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.575 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.575 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.575 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.576 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.576 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.576 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.576 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.576 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.577 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.577 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.577 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.577 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.577 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.577 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.578 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.578 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.578 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.578 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.578 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.578 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.579 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.579 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.579 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.579 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.579 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.580 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.580 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.580 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.580 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.581 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.581 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.581 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.581 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.581 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.582 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.582 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.582 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.582 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.582 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.582 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.583 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.583 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.583 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.584 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.584 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.584 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.584 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.584 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.585 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.585 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.585 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.585 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.585 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.585 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.586 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.586 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.586 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.587 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.587 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.587 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.587 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.587 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.587 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.588 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.588 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.588 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.588 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.588 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.589 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.589 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.589 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.589 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.589 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.589 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.590 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.590 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.590 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.590 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.591 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.591 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.591 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.591 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.591 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.591 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.592 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.592 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.592 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.592 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.592 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.592 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.592 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.592 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.594 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.594 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.594 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.595 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.595 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.595 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.596 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.596 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.596 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.597 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.597 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.597 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.597 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.597 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.598 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.598 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.598 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.598 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.598 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.598 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.599 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.599 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.599 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.599 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.600 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.600 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.600 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.600 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.601 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.601 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.602 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.602 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.602 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.602 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.602 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.602 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.603 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.603 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.603 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.603 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.603 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.604 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.604 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.604 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.604 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.604 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.605 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.605 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.605 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.605 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.605 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.605 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.606 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.606 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.606 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.606 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.606 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.607 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.607 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.607 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.607 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.607 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.608 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.608 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.608 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.608 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.609 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.609 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.609 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.609 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.609 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.609 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.610 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.610 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.610 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.610 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.611 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.611 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.611 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.611 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.611 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.611 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.612 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.612 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.612 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.612 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.612 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.613 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.613 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.613 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.613 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.613 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.614 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.614 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.614 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.614 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.614 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.615 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.615 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.615 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.615 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.615 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.616 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.616 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.616 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.616 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.616 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.616 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.617 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.617 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.617 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.617 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.618 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.618 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.618 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.618 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.619 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.619 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.619 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.619 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.619 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.619 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.620 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.620 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.621 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.621 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.621 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.621 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.621 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.621 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.622 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.623 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.623 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.623 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.623 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.623 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.624 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.624 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.624 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.624 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.624 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.625 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.625 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.625 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.626 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.626 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.626 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.626 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.627 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.627 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.627 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.627 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.628 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.628 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.628 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.628 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.629 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.629 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.630 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.630 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.630 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.630 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.630 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.631 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.631 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.631 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.631 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.631 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.631 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.632 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.632 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.632 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.632 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.632 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.633 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.633 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.633 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.634 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.634 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.634 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.635 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.635 PM 1/21/2025,Pilot Proved,67.226891
